date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:26:24	22975/22975	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/signin.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/signin.html	(from https://html.theme-village.com/helpplus/)
12:26:24	41001/41001	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/index.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/index-2.html	(from https://html.theme-village.com/helpplus/)
12:26:24	5769/5769	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/logo.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/logo.png	(from https://html.theme-village.com/helpplus/)
12:26:25	41299/41299	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/index-2.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/index-3.html	(from https://html.theme-village.com/helpplus/)
12:26:25	45430/45430	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/index-3.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/index-4.html	(from https://html.theme-village.com/helpplus/)
12:26:25	37623/37623	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/index-4.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/index-5.html	(from https://html.theme-village.com/helpplus/)
12:26:25	30805/30805	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/about.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/about.html	(from https://html.theme-village.com/helpplus/)
12:26:26	39427/39427	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/volunteer.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/volunteer.html	(from https://html.theme-village.com/helpplus/)
12:26:26	25512/25512	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/volunteer-single.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/volunteer-single.html	(from https://html.theme-village.com/helpplus/)
12:26:26	27629/27629	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/gallery.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/gallery.html	(from https://html.theme-village.com/helpplus/)
12:26:26	28197/28197	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/gallery-2.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/gallery-2.html	(from https://html.theme-village.com/helpplus/)
12:26:27	34005/34005	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/event.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/event.html	(from https://html.theme-village.com/helpplus/)
12:26:27	37009/37009	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/single-event.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/single-event.html	(from https://html.theme-village.com/helpplus/)
12:26:27	29716/29716	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/testimonial.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/testimonial.html	(from https://html.theme-village.com/helpplus/)
12:26:27	28240/28240	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/donate.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/donate.html	(from https://html.theme-village.com/helpplus/)
12:26:27	34747/34747	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/faq.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/faq.html	(from https://html.theme-village.com/helpplus/)
12:26:28	23894/23894	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/signup.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/signup.html	(from https://html.theme-village.com/helpplus/)
12:26:28	20291/20291	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/error.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/error.html	(from https://html.theme-village.com/helpplus/)
12:26:28	36000/36000	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/causes.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/causes.html	(from https://html.theme-village.com/helpplus/)
12:26:28	32832/32832	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/single-cause.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/single-cause.html	(from https://html.theme-village.com/helpplus/)
12:26:29	44840/44840	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/shop.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/shop.html	(from https://html.theme-village.com/helpplus/)
12:26:29	42593/42593	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/single-product.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/single-product.html	(from https://html.theme-village.com/helpplus/)
12:26:29	37607/37607	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/cart.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/cart.html	(from https://html.theme-village.com/helpplus/)
12:26:29	41778/41778	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/checkout.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/checkout.html	(from https://html.theme-village.com/helpplus/)
12:26:29	37119/37119	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/blog.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/blog.html	(from https://html.theme-village.com/helpplus/)
12:26:30	42607/42607	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/blog-sidebar.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/blog-sidebar.html	(from https://html.theme-village.com/helpplus/)
12:26:30	793/793	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2009:26:30%20GMT	https://html.theme-village.com/helpplus/single-post.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/single-post.html	(from https://html.theme-village.com/helpplus/)
12:26:30	26449/26449	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2014:11:18%20GMT	https://html.theme-village.com/helpplus/contact.html	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/contact.html	(from https://html.theme-village.com/helpplus/)
12:26:30	69286/69286	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/banner/banner-s1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/banner/banner-s1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:30	40123/40123	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/banner/banner-s3.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/banner/banner-s3.jpg	(from https://html.theme-village.com/helpplus/)
12:26:31	38166/38166	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/banner/banner-s4.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/banner/banner-s4.jpg	(from https://html.theme-village.com/helpplus/)
12:26:31	35612/35612	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/banner/banner-s2.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/banner/banner-s2.jpg	(from https://html.theme-village.com/helpplus/)
12:26:31	1338/1338	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/mis1.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/mis1.png	(from https://html.theme-village.com/helpplus/)
12:26:31	1819/1819	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/components/mis2.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/mis2.png	(from https://html.theme-village.com/helpplus/)
12:26:31	18468/18468	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/donate.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/donate.png	(from https://html.theme-village.com/helpplus/)
12:26:32	70090/70090	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/other/rs-1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/other/rs-1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:32	35369/35369	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/other/rs-2.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/other/rs-2.jpg	(from https://html.theme-village.com/helpplus/)
12:26:32	38653/38653	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/other/rs-3.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/other/rs-3.jpg	(from https://html.theme-village.com/helpplus/)
12:26:32	40502/40502	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/causes/cause1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/causes/cause1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:32	1127/1127	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/ct1.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/ct1.png	(from https://html.theme-village.com/helpplus/)
12:26:33	887/887	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/ct2.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/ct2.png	(from https://html.theme-village.com/helpplus/)
12:26:33	939/939	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/ct3.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/ct3.png	(from https://html.theme-village.com/helpplus/)
12:26:33	1101/1101	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/ct4.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/ct4.png	(from https://html.theme-village.com/helpplus/)
12:26:33	84256/84256	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/causes/cs2.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/causes/cs2.jpg	(from https://html.theme-village.com/helpplus/)
12:26:34	42044/42044	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/causes/cs1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/causes/cs1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:34	29539/29539	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/causes/cs3.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/causes/cs3.jpg	(from https://html.theme-village.com/helpplus/)
12:26:34	24694/24694	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/events/event1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/events/event1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:34	38462/38462	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/events/event2.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/events/event2.jpg	(from https://html.theme-village.com/helpplus/)
12:26:34	29445/29445	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/events/ev1.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/events/ev1.jpg	(from https://html.theme-village.com/helpplus/)
12:26:35	18550/18550	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/events/ev2.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/events/ev2.jpg	(from https://html.theme-village.com/helpplus/)
12:26:35	234723/234723	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/partner-bg.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/partner-bg.jpg	(from https://html.theme-village.com/helpplus/)
12:26:35	931/931	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt1.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt1.png	(from https://html.theme-village.com/helpplus/)
12:26:35	1005/1005	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt2.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt2.png	(from https://html.theme-village.com/helpplus/)
12:26:35	1198/1198	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt3.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt3.png	(from https://html.theme-village.com/helpplus/)
12:26:36	1169/1169	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt4.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt4.png	(from https://html.theme-village.com/helpplus/)
12:26:36	1194/1194	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt5.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt5.png	(from https://html.theme-village.com/helpplus/)
12:26:36	1169/1169	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:25%20GMT	https://html.theme-village.com/helpplus/images/partner/pt6.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/partner/pt6.png	(from https://html.theme-village.com/helpplus/)
12:26:36	127099/127099	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202024%2014:11:23%20GMT	https://html.theme-village.com/helpplus/images/banner/volunteer.jpg	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/banner/volunteer.jpg	(from https://html.theme-village.com/helpplus/)
12:26:37	5619/5619	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202024%2014:11:24%20GMT	https://html.theme-village.com/helpplus/images/components/f-logo.png	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/images/components/f-logo.png	(from https://html.theme-village.com/helpplus/)
12:26:37	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267d49e82-4d7%22	https://html.theme-village.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html.theme-village.com/helpplus/)
12:26:37	85667/85667	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.min.js	(from https://html.theme-village.com/helpplus/)
12:26:37	80721/80721	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/bootstrap.bundle.min.js	(from https://html.theme-village.com/helpplus/)
12:26:37	42766/42766	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/owl.carousel.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/owl.carousel.min.js	(from https://html.theme-village.com/helpplus/)
12:26:38	23282/23282	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.stellar.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.stellar.js	(from https://html.theme-village.com/helpplus/)
12:26:38	2035/2035	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.scrollUp.min.js	(from https://html.theme-village.com/helpplus/)
12:26:38	8097/8097	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/jquery.easing.1.3.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.easing.1.3.js	(from https://html.theme-village.com/helpplus/)
12:26:38	20216/20216	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.magnific-popup.min.js	(from https://html.theme-village.com/helpplus/)
12:26:39	4488/4488	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/jquery.syotimer.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.syotimer.min.js	(from https://html.theme-village.com/helpplus/)
12:26:39	15553/15553	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/wow.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/wow.js	(from https://html.theme-village.com/helpplus/)
12:26:39	1067/1067	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.counterup.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.counterup.min.js	(from https://html.theme-village.com/helpplus/)
12:26:39	8044/8044	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.waypoints.min.js	(from https://html.theme-village.com/helpplus/)
12:26:39	34695/34695	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/isotope.pkgd.min.js	(from https://html.theme-village.com/helpplus/)
12:26:40	2381/2381	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.ajaxchimp.min.js	(from https://html.theme-village.com/helpplus/)
12:26:40	1222/1222	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/form.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/form.js	(from https://html.theme-village.com/helpplus/)
12:26:40	254110/254110	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery-ui.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery-ui.min.js	(from https://html.theme-village.com/helpplus/)
12:26:40	2942/2942	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/jquery.nice-select.min.js	(from https://html.theme-village.com/helpplus/)
12:26:41	9893/9893	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Dec%202024%2014:11:20%20GMT	https://html.theme-village.com/helpplus/js/custom.js	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/js/custom.js	(from https://html.theme-village.com/helpplus/)
12:26:41	104544/104544	---M--	200	added ('OK')	font/woff2	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/fonts/fa-brands-400.woff2	(from https://html.theme-village.com/helpplus/css/fontawesome/all.min.css)
12:26:41	793/793	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2009:26:41%20GMT	https://html.theme-village.com/helpplus/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/fonts/fa-brands-400.ttf	(from https://html.theme-village.com/helpplus/css/fontawesome/all.min.css)
12:26:41	23900/23900	---M--	200	added ('OK')	font/woff2	date:Tue,%2010%20Dec%202024%2014:11:19%20GMT	https://html.theme-village.com/helpplus/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/fonts/fa-regular-400.woff2	(from https://html.theme-village.com/helpplus/css/fontawesome/all.min.css)
12:26:42	793/793	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2009:26:42%20GMT	https://html.theme-village.com/helpplus/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/GP/html.theme-village.com/helpplus/fonts/fa-regular-400.ttf	(from https://html.theme-village.com/helpplus/css/fontawesome/all.min.css)
